0.02119309	-0.055231337	-0.030047743	0.028239593	0.015278259	0.012716624	0.045710895	0.037674733	-0.030990088	-0.060499594	-0.010085971	0.03474901	-0.05646079	0.03486109	-0.025201693	0.10085138
-0.04238309	-0.026655996	-0.07716266	0.048053477	-0.023958474	0.14134307	-0.04415102	-0.072128035	0.034605015	0.026437022	-0.001978373	0.018116934	-0.008180298	-0.047854535	-0.035271518	0.10668318
-0.0060068984	-0.09708739	-0.14794704	0.13807257	0.111271515	0.0939685	-0.15630966	-0.082743384	0.14841032	0.14446826	-0.14657696	-0.09953021	0.078813486	-0.09564469	0.095267184	0.17234269
-0.051627874	0.17606284	0.16034135	-0.14238125	-0.23798724	-0.035069134	0.21319777	0.14969951	-0.10106673	-0.2134764	0.175687	0.13886642	-0.21068126	0.14398451	-0.1465197	0.21939482
0.002958233	-0.037079528	-0.06475066	0.09237271	-0.014638772	0.14406358	-0.04342316	-0.03779215	0.04074008	0.03804642	-0.05359546	-0.0115004545	0.006908077	-0.055451624	-0.011546252	0.07578723
0.1143391	0.29233375	0.24258207	-0.2027776	-0.29813662	-0.15046284	0.24697194	0.21090704	-0.25766122	-0.31271625	0.24496818	0.27930424	-0.26792997	0.19921014	-0.22168966	0.26883012
0.031811535	0.047316533	0.082168475	-0.0059899767	-0.04760853	0.041061748	0.07277088	0.0022993225	0.016464043	-0.05682775	0.05856233	0.10092618	-0.039761376	0.03200034	-0.06799382	0.19319582
0.21792096	0.2906146	0.27218536	-0.3049934	-0.34284282	-0.09532504	0.29816064	0.27056906	-0.25292557	-0.3439975	0.3509655	0.26365936	-0.366892	0.2470615	-0.28548652	0.38273972
-0.21867032	-0.27262843	-0.17791134	0.21586655	0.3026942	0.12256864	-0.19174375	-0.24404936	0.2524631	0.26931018	-0.2672042	-0.2102933	0.2431597	-0.18723693	0.20353113	-0.23779282
-0.013889212	0.025999863	-0.07107616	0.009002308	0.013303468	0.02810194	0.02608787	-0.062202264	0.042679626	0.032418165	0.02869866	-0.0011909917	-0.03344487	-0.046549365	0.04563396	0.0509793
0.01727785	-0.008744623	0.07056812	0.0114242295	0.033223182	-0.038324215	0.04442713	0.01758142	0.024853542	-0.010851764	0.01734413	0.013271563	-0.0018941043	0.038498253	0.009012981	0.009333434
-0.06435802	-0.06298542	-0.04008732	0.08542064	0.11923939	-0.017358936	-0.08355219	-0.079876214	0.0900291	0.07866486	-0.0925793	-0.08119205	0.09376404	-0.035112545	0.09976191	-0.24340571
0.04163682	-0.016107248	0.033859443	-0.044262275	-0.07176229	0.04794475	0.033481527	-0.0021978717	-0.031708404	-0.05893729	0.05520422	-0.0057726735	-0.013425986	-0.011302843	-0.022062315	0.08956016
-0.040237594	-0.033610385	0.0007164498	0.034010094	-0.0039331587	0.05522339	-0.021984255	0.009584755	0.058094677	0.012531685	-0.004917374	-0.0327438	0.037409846	-0.06893546	0.0180969	0.040343344
0.058653083	0.031315945	-0.03774679	0.049542155	-0.05013755	0.08869495	0.05251742	0.022331081	0.04161742	-0.005729406	0.06297104	0.005807986	-0.04729965	0.018894102	-0.0050253104	0.10534173
-0.07415265	-0.07532611	-0.055753924	0.069461696	0.06535017	0.17000324	-0.024275906	-0.049620595	0.0737602	-0.0005265942	0.005049707	-0.08193623	0.056026127	-0.052609406	0.060338303	0.13058108
-0.05816684	-0.13763382	-0.093160905	0.09216576	0.08678344	0.088699184	-0.08552598	-0.03443774	0.08489956	0.11833756	-0.025320113	-0.06984668	0.05842969	-0.04928304	0.02205942	-0.01932889
-0.14164804	-0.22971004	-0.24433047	0.2759542	0.253552	0.2787747	-0.21858816	-0.32446617	0.26549733	0.21103626	-0.2233262	-0.24305843	0.27729014	-0.3058086	0.21963154	-0.0054514683
